Movie,Actor
Jack Reacher,Don Granger
Jack Reacher,Gary Levinsohn
Jack Reacher,Paula Wagner
आर.आई.पी.दी,Lucas Marangon
आर.आई.पी.दी,Ryan Reynolds
आर.आई.पी.दी,Jeff Bridges
आर.आई.पी.दी,Mary-Louise Parker
आर.आई.पी.दी,Kevin Bacon
आर.आई.पी.दी,Robert Schwentke
आर.आई.पी.दी,Phil Hay
आर.आई.पी.दी,Matt Manfredi
आर.आई.पी.दी,David Dobkin
आर.आई.पी.दी,Peter M. Lenkov
Scary Movie 5,Buddy Johnson
Scary Movie 5,Simon Rex
Scary Movie 5,Ashley Tisdale
Scary Movie 5,Charlie Sheen
Scary Movie 5,Lindsay Lohan
Scary Movie 5,Malcolm D. Lee
Scary Movie 5,David Zucker
Scary Movie 5,Pat Proft
Scary Movie 5,Shawn Wayans
Scary Movie 5,Marlon Wayans
Clash of the Titans,Kevin de la Noy
Clash of the Titans,Sam Worthington
Clash of the Titans,Liam Neeson
Clash of the Titans,Ralph Fiennes
Clash of the Titans,Jason Flemyng
Clash of the Titans,Louis Leterrier
Clash of the Titans,Travis Beacham
Clash of the Titans,Phil Hay
Clash of the Titans,Matt Manfredi
Clash of the Titans,Beverley Cross
The Dirt,Vince Neil
The Dirt,Douglas Booth
The Dirt,Iwan Rheon
The Dirt,Colson Baker
The Dirt,Daniel Webber
The Dirt,Jeff Tremaine
The Dirt,Rich Wilkes
The Dirt,Amanda Adelson
The Dirt,Tommy Lee
The Dirt,Mick Mars
Thor,Mark Protosevich
Thor,Chris Hemsworth
Thor,Anthony Hopkins
Thor,Natalie Portman
Thor,Tom Hiddleston
Thor,Kenneth Branagh
Thor,Ashley Miller
Thor,Zack Stentz
Thor,Don Payne
Thor,J. Michael Straczynski
Warcraft,Charles Roven
Warcraft,Travis Fimmel
Warcraft,Paula Patton
Warcraft,Ben Foster
Warcraft,Dominic Cooper
Warcraft,Duncan Jones
Warcraft,Charles Leavitt
Warcraft,Stuart Fenegan
Warcraft,Alex Gartner
Warcraft,Jon Jashni
Devil's Knot,Clark Peterson
Devil's Knot,Colin Firth
Devil's Knot,Reese Witherspoon
Devil's Knot,Alessandro Nivola
Devil's Knot,James Hamrick
Devil's Knot,Atom Egoyan
Devil's Knot,Paul Harris Boardman
Devil's Knot,Scott Derrickson
Devil's Knot,Mara Leveritt
Devil's Knot,Elizabeth Fowler
It's Kind of a Funny Story,Broken Social Scene
It's Kind of a Funny Story,Keir Gilchrist
It's Kind of a Funny Story,Zach Galifianakis
It's Kind of a Funny Story,Emma Roberts
It's Kind of a Funny Story,Dana DeVestern
It's Kind of a Funny Story,Anna Boden
It's Kind of a Funny Story,Ryan Fleck
It's Kind of a Funny Story,Ned Vizzini
It's Kind of a Funny Story,Ben Browning
It's Kind of a Funny Story,Kevin Misher
The Witches,Luke Kelly
The Witches,Anne Hathaway
The Witches,Octavia Spencer
The Witches,Stanley Tucci
The Witches,Chris Rock
The Witches,Robert Zemeckis
The Witches,Kenya Barris
The Witches,Guillermo del Toro
The Witches,Roald Dahl
The Witches,Alfonso Cuarón
The Danish Girl,Anne Harrison
The Danish Girl,Eddie Redmayne
The Danish Girl,Alicia Vikander
The Danish Girl,Amber Heard
The Danish Girl,Ben Whishaw
The Danish Girl,Tom Hooper
The Danish Girl,Lucinda Coxon
The Danish Girl,David Ebershoff
The Danish Girl,Tim Bevan
The Danish Girl,Eric Fellner
Jack and Jill,Todd Garner
Jack and Jill,Adam Sandler
Jack and Jill,Katie Holmes
Jack and Jill,Al Pacino
Jack and Jill,Elodie Tougne
Jack and Jill,Dennis Dugan
Jack and Jill,Ben Zook
Jack and Jill,Steve Koren
Jack and Jill,Allen Covert
Jack and Jill,Robert Smigel
Take Me Home Tonight,Ryan Kavanaugh
Take Me Home Tonight,Topher Grace
Take Me Home Tonight,Anna Faris
Take Me Home Tonight,Dan Fogler
Take Me Home Tonight,Teresa Palmer
Take Me Home Tonight,Michael Dowse
Take Me Home Tonight,Jackie Filgo
Take Me Home Tonight,Jeff Filgo
Take Me Home Tonight,Gordon Kaywin
Take Me Home Tonight,Sarah Bowen
Percy Jackson & the Olympians: The Lightning Thief,Karen Rosenfelt
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman
Percy Jackson & the Olympians: The Lightning Thief,Kevin McKidd
Percy Jackson & the Olympians: The Lightning Thief,Steve Coogan
Percy Jackson & the Olympians: The Lightning Thief,Brandon T. Jackson
Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus
Percy Jackson & the Olympians: The Lightning Thief,Craig Titley
Percy Jackson & the Olympians: The Lightning Thief,Rick Riordan
Percy Jackson & the Olympians: The Lightning Thief,Michael Barnathan
Percy Jackson & the Olympians: The Lightning Thief,Mark Radcliffe
She's Out of My League,Michael Andrews
शी इज आउट ऑफ माय लीग,Michael Andrews
She's Out of My League,Jay Baruchel
शी इज आउट ऑफ माय लीग,Jay Baruchel
She's Out of My League,Alice Eve
शी इज आउट ऑफ माय लीग,Alice Eve
She's Out of My League,T.J. Miller
शी इज आउट ऑफ माय लीग,T.J. Miller
She's Out of My League,Mike Vogel
शी इज आउट ऑफ माय लीग,Mike Vogel
She's Out of My League,Jim Field Smith
शी इज आउट ऑफ माय लीग,Jim Field Smith
She's Out of My League,Sean Anders
शी इज आउट ऑफ माय लीग,Sean Anders
She's Out of My League,John Morris
शी इज आउट ऑफ माय लीग,John Morris
She's Out of My League,David B. Householter
शी इज आउट ऑफ माय लीग,David B. Householter
She's Out of My League,Jimmy Miller
शी इज आउट ऑफ माय लीग,Jimmy Miller
The Book Thief,John Williams
The Book Thief,Sophie Nélisse
The Book Thief,Geoffrey Rush
The Book Thief,Emily Watson
The Book Thief,Ben Schnetzer
The Book Thief,Brian Percival
The Book Thief,Markus Zusak
The Book Thief,Michael Petroni
The Book Thief,Ken Blancato
The Book Thief,Karen Rosenfelt
Conan the Barbarian,John Baldecchi
Conan the Barbarian,Jason Momoa
Conan the Barbarian,Ron Perlman
Conan the Barbarian,Rose McGowan
Conan the Barbarian,Stephen Lang
Conan the Barbarian,Marcus Nispel
Conan the Barbarian,Thomas Dean Donnelly
Conan the Barbarian,Joshua Oppenheimer
Conan the Barbarian,Sean Hood
Conan the Barbarian,Robert E. Howard
Interstellar,Hoyte Van Hoytema
Interstellar,Matthew McConaughey
Interstellar,Anne Hathaway
Interstellar,Jessica Chastain
Interstellar,Mackenzie Foy
Interstellar,Christopher Nolan
Interstellar,Jonathan Nolan
Interstellar,Lynda Obst
Interstellar,Emma Thomas
Interstellar,Hans Zimmer
World War Z,Max Brooks
World War Z,Brad Pitt
World War Z,Mireille Enos
World War Z,Daniella Kertesz
World War Z,James Badge Dale
World War Z,Marc Forster
World War Z,Matthew Michael Carnahan
World War Z,Drew Goddard
World War Z,Damon Lindelof
World War Z,J. Michael Straczynski
Flipped,Thomas Del Ruth
Flipped,Madeline Carroll
Flipped,Callan McAuliffe
Flipped,Rebecca De Mornay
Flipped,Anthony Edwards
Flipped,Rob Reiner
Flipped,Andrew Scheinman
Flipped,Wendelin Van Draanen
Flipped,Alan Greisman
Flipped,Marc Shaiman
Valentine's Day,Wayne Allan Rice
Valentine's Day,Julia Roberts
Valentine's Day,Jamie Foxx
Valentine's Day,Anne Hathaway
Valentine's Day,Jessica Alba
Valentine's Day,Garry Marshall
Valentine's Day,Katherine Fugate
Valentine's Day,Abby Kohn
Valentine's Day,Marc Silverstein
Valentine's Day,Mike Karz
Priest,Mitchell Peck
Priest,Paul Bettany
Priest,Cam Gigandet
Priest,Maggie Q
Priest,Karl Urban
Priest,Scott Stewart
Priest,Cory Goodman
Priest,Min-Woo Hyung
Priest,Michael De Luca
Priest,Joshua Donen
Dracula Untold,Ramin Djawadi
Dracula Untold,Luke Evans
Dracula Untold,Dominic Cooper
Dracula Untold,Sarah Gadon
Dracula Untold,Art Parkinson
Dracula Untold,Gary Shore
Dracula Untold,Matt Sazama
Dracula Untold,Burk Sharpless
Dracula Untold,Bram Stoker
Dracula Untold,Michael De Luca
Godzilla,Max Borenstein
Godzilla,Aaron Taylor-Johnson
Godzilla,Elizabeth Olsen
Godzilla,Bryan Cranston
Godzilla,Ken Watanabe
Godzilla,Gareth Edwards
Godzilla,Ishirô Honda
Godzilla,Takeo Murata
Godzilla,Shigeru Kayama
Godzilla,Dave Callaham
Maa Ayana Bangaram,Rajasekhar
Maa Ayana Bangaram,Soundarya
Maa Ayana Bangaram,Mohan Gandhi
Maa Ayana Bangaram,Ramana Chintapally
Maa Ayana Bangaram,Vandemataram Srinivas
Maa Ayana Bangaram,K.S. Hari
Maa Ayana Bangaram,Gautham Raju
Krystal,Adam Silver
Krystal,Rosario Dawson
Krystal,Nick Robinson
Krystal,T.I.
Krystal,Grant Gustin
Krystal,William H. Macy
Krystal,William Porter
Krystal,Dan Keston
Krystal,Rachel Winter
Krystal,Dan Romer
Hotel Transylvania,Kevin Hageman
Hotel Transylvania,Adam Sandler
Hotel Transylvania,Kevin James
Hotel Transylvania,Andy Samberg
Hotel Transylvania,Selena Gomez
Hotel Transylvania,Genndy Tartakovsky
Hotel Transylvania,Peter Baynham
Hotel Transylvania,Robert Smigel
Hotel Transylvania,Todd Durham
Hotel Transylvania,Dan Hageman
Pet Sematary,Lorenzo di Bonaventura
Pet Sematary,Jason Clarke
Pet Sematary,Amy Seimetz
Pet Sematary,John Lithgow
Pet Sematary,Jeté Laurence
Pet Sematary,Kevin Kölsch
Pet Sematary,Dennis Widmyer
Pet Sematary,Stephen King
Pet Sematary,Matt Greenberg
Pet Sematary,Jeff Buhler
The Town,David Buckley
The Town,Ben Affleck
The Town,Rebecca Hall
The Town,Jon Hamm
The Town,Jeremy Renner
The Town,Peter Craig
The Town,Aaron Stockard
The Town,Chuck Hogan
The Town,Basil Iwanyk
The Town,Graham King
The Avengers,Jeffrey Ford
Angaarey Bane Sholey,Jeffrey Ford
The Avengers,Robert Downey Jr.
Angaarey Bane Sholey,Robert Downey Jr.
The Avengers,Chris Evans
Angaarey Bane Sholey,Chris Evans
The Avengers,Scarlett Johansson
Angaarey Bane Sholey,Scarlett Johansson
The Avengers,Jeremy Renner
Angaarey Bane Sholey,Jeremy Renner
The Avengers,Joss Whedon
Angaarey Bane Sholey,Joss Whedon
The Avengers,Zak Penn
Angaarey Bane Sholey,Zak Penn
The Avengers,Kevin Feige
Angaarey Bane Sholey,Kevin Feige
The Avengers,Alan Silvestri
Angaarey Bane Sholey,Alan Silvestri
The Avengers,Seamus McGarvey
Angaarey Bane Sholey,Seamus McGarvey
Epic,Matt Ember
Epic,Amanda Seyfried
Epic,Josh Hutcherson
Epic,Beyoncé
Epic,Colin Farrell
Epic,Chris Wedge
Epic,James V. Hart
Epic,William Joyce
Epic,Daniel Shere
Epic,Tom J. Astle
Now & Later,Keller Wortham
Now & Later,Shari Solanis
Now & Later,Luis Fernandez-Gil
Now & Later,Adrian Quiñonez
Now & Later,Philippe Diaz
Now & Later,Beth Portello
Now & Later,Denise Brassard
Now & Later,Alberto Gómez
Jungle Cruise,Josh Goldstein
Jungle Cruise,Dwayne Johnson
Jungle Cruise,Emily Blunt
Jungle Cruise,Edgar Ramírez
Jungle Cruise,Jack Whitehall
Jungle Cruise,Jaume Collet-Serra
Jungle Cruise,Michael Green
Jungle Cruise,Glenn Ficarra
Jungle Cruise,John Requa
Jungle Cruise,John Norville
My Soul to Take,Peter McNulty
My Soul to Take,Max Thieriot
My Soul to Take,John Magaro
My Soul to Take,Denzel Whitaker
My Soul to Take,Zena Grey
My Soul to Take,Wes Craven
My Soul to Take,Anthony Katagas
My Soul to Take,Iya Labunka
My Soul to Take,Marco Beltrami
My Soul to Take,Petra Korner
Eat Pray Love,Robert Richardson
Eat Pray Love,Julia Roberts
Eat Pray Love,Javier Bardem
Eat Pray Love,Richard Jenkins
Eat Pray Love,Viola Davis
Eat Pray Love,Ryan Murphy
Eat Pray Love,Jennifer Salt
Eat Pray Love,Elizabeth Gilbert
Eat Pray Love,Dede Gardner
Eat Pray Love,Dario Marianelli
Sanctum,Mark Warner
Sanctum,Rhys Wakefield
Sanctum,Allison Cratchley
Sanctum,Christopher James Baker
Sanctum,Richard Roxburgh
Sanctum,Alister Grierson
Sanctum,John Garvin
Sanctum,Andrew Wight
Sanctum,David Hirschfelder
Sanctum,Jules O'Loughlin
Snitch,Matt Jackson
Snitch,Dwayne Johnson
Snitch,Susan Sarandon
Snitch,Jon Bernthal
Snitch,Rafi Gavron
Snitch,Ric Roman Waugh
Snitch,Justin Haythe
Snitch,Tobin Armbrust
Snitch,Alexander Yves Brunner
Snitch,Dany Garcia
The Wedding Ringer,Bradford Lipson
The Wedding Ringer,Kevin Hart
The Wedding Ringer,Josh Gad
The Wedding Ringer,Kaley Cuoco
The Wedding Ringer,Affion Crockett
The Wedding Ringer,Jeremy Garelick
The Wedding Ringer,Jay Lavender
The Wedding Ringer,Adam Fields
The Wedding Ringer,Will Packer
The Wedding Ringer,Christopher Lennertz
Hellraiser,Keith Levine
Hellraiser,Odessa A’zion
Hellraiser,Jamie Clayton
Hellraiser,Adam Faison
Hellraiser,Drew Starkey
Hellraiser,David Bruckner
Hellraiser,Ben Collins
Hellraiser,Luke Piotrowski
Hellraiser,David S. Goyer
Hellraiser,Clive Barker
The Switch,Ron Yerxa
The Switch,Jennifer Aniston
The Switch,Jason Bateman
The Switch,Patrick Wilson
The Switch,Jeff Goldblum
The Switch,Josh Gordon
The Switch,Will Speck
The Switch,Jeffrey Eugenides
The Switch,Allan Loeb
The Switch,Albert Berger
Dragon Aur Nanha Sipaahee,Adam F. Goldberg
How to Train Your Dragon,Adam F. Goldberg
Dragon Aur Nanha Sipaahee,Jay Baruchel
How to Train Your Dragon,Jay Baruchel
Dragon Aur Nanha Sipaahee,Gerard Butler
How to Train Your Dragon,Gerard Butler
Dragon Aur Nanha Sipaahee,Christopher Mintz-Plasse
How to Train Your Dragon,Christopher Mintz-Plasse
Dragon Aur Nanha Sipaahee,Craig Ferguson
How to Train Your Dragon,Craig Ferguson
Dragon Aur Nanha Sipaahee,Dean DeBlois
How to Train Your Dragon,Dean DeBlois
Dragon Aur Nanha Sipaahee,Chris Sanders
How to Train Your Dragon,Chris Sanders
Dragon Aur Nanha Sipaahee,Will Davies
How to Train Your Dragon,Will Davies
Dragon Aur Nanha Sipaahee,Cressida Cowell
How to Train Your Dragon,Cressida Cowell
Dragon Aur Nanha Sipaahee,Marc Hyman
How to Train Your Dragon,Marc Hyman
The Whistleblower,Kieran McGuigan
The Whistleblower,Rachel Weisz
The Whistleblower,Monica Bellucci
The Whistleblower,Vanessa Redgrave
The Whistleblower,David Strathairn
The Whistleblower,Larysa Kondracki
The Whistleblower,Eilis Kirwan
The Whistleblower,Christina Piovesan
The Whistleblower,Celine Rattray
The Whistleblower,Mychael Danna
The Hobbit: An Unexpected Journey,Carolynne Cunningham
The Hobbit: An Unexpected Journey,Martin Freeman
The Hobbit: An Unexpected Journey,Ian McKellen
The Hobbit: An Unexpected Journey,Richard Armitage
The Hobbit: An Unexpected Journey,Andy Serkis
The Hobbit: An Unexpected Journey,Peter Jackson
The Hobbit: An Unexpected Journey,Fran Walsh
The Hobbit: An Unexpected Journey,Philippa Boyens
The Hobbit: An Unexpected Journey,Guillermo del Toro
The Hobbit: An Unexpected Journey,J.R.R. Tolkien
The Thing,Marco Beltrami
The Thing,Mary Elizabeth Winstead
The Thing,Joel Edgerton
The Thing,Ulrich Thomsen
The Thing,Eric Christian Olsen
The Thing,Matthijs van Heijningen Jr.
The Thing,Eric Heisserer
The Thing,John W. Campbell Jr.
The Thing,Marc Abraham
The Thing,Eric Newman
Black Butterflies,Arry Voorsmit
Black Butterflies,Carice van Houten
Black Butterflies,Liam Cunningham
Black Butterflies,Rutger Hauer
Black Butterflies,Graham Clarke
Black Butterflies,Paula van der Oest
Black Butterflies,Greg Latter
Black Butterflies,Michael Auret
Black Butterflies,Richard Claus
Black Butterflies,Frans van Gestel
Unthinkable,Marco Weber
Unthinkable,Samuel L. Jackson
Unthinkable,Carrie-Anne Moss
Unthinkable,Michael Sheen
Unthinkable,Stephen Root
Unthinkable,Gregor Jordan
Unthinkable,Peter Woodward
Unthinkable,Caldecot Chubb
Unthinkable,Vanessa Coifman
Unthinkable,Bill Perkins
Victim,Rob Simon
Victim,Stephen Weigand
Victim,Bob Bancroft
Victim,Brendan Kelly
Victim,Jelly Howie
Victim,Matt Eskandari
Victim,Michael A. Pierce
Victim,Michael Hultquist
Victim,Robert Martinez
Victim,Mark Williams
The Legend of Tarzan,Tony Ludwig
The Legend of Tarzan,Alexander Skarsgård
The Legend of Tarzan,Rory J Saper
The Legend of Tarzan,Christian Stevens
The Legend of Tarzan,Christoph Waltz
The Legend of Tarzan,David Yates
The Legend of Tarzan,Adam Cozad
The Legend of Tarzan,Craig Brewer
The Legend of Tarzan,Edgar Rice Burroughs
The Legend of Tarzan,David Barron
Lost Girls and Love Hotels,Kenji Katori
Lost Girls and Love Hotels,Alexandra Daddario
Lost Girls and Love Hotels,Takehiro Hira
Lost Girls and Love Hotels,Carice van Houten
Lost Girls and Love Hotels,Andrew Rothney
Lost Girls and Love Hotels,William Olsson
Lost Girls and Love Hotels,Catherine Hanrahan
Lost Girls and Love Hotels,Lawrence Inglee
Lost Girls and Love Hotels,Lauren Mann
Lost Girls and Love Hotels,Ola Fløttum
Harry Potter and the Deathly Hallows: Part 1,Alexandre Desplat
हैरी पॉटर और मौत के तोहफ़े - भाग १,Alexandre Desplat
Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe
हैरी पॉटर और मौत के तोहफ़े - भाग १,Daniel Radcliffe
Harry Potter and the Deathly Hallows: Part 1,Emma Watson
हैरी पॉटर और मौत के तोहफ़े - भाग १,Emma Watson
Harry Potter and the Deathly Hallows: Part 1,Rupert Grint
हैरी पॉटर और मौत के तोहफ़े - भाग १,Rupert Grint
Harry Potter and the Deathly Hallows: Part 1,Bill Nighy
हैरी पॉटर और मौत के तोहफ़े - भाग १,Bill Nighy
Harry Potter and the Deathly Hallows: Part 1,David Yates
हैरी पॉटर और मौत के तोहफ़े - भाग १,David Yates
Harry Potter and the Deathly Hallows: Part 1,Steve Kloves
हैरी पॉटर और मौत के तोहफ़े - भाग १,Steve Kloves
Harry Potter and the Deathly Hallows: Part 1,J.K. Rowling
हैरी पॉटर और मौत के तोहफ़े - भाग १,J.K. Rowling
Harry Potter and the Deathly Hallows: Part 1,David Barron
हैरी पॉटर और मौत के तोहफ़े - भाग १,David Barron
Harry Potter and the Deathly Hallows: Part 1,David Heyman
हैरी पॉटर और मौत के तोहफ़े - भाग १,David Heyman
White Men Can't Dance,Pete Vinal
White Men Can't Dance,Elizabeth Roberts
White Men Can't Dance,Kaitlin Cox
White Men Can't Dance,Tye Banks
White Men Can't Dance,Francine Decoursey
White Men Can't Dance,Obin Olson
Rabbit Hole,Dean Vanech
Rabbit Hole,Nicole Kidman
Rabbit Hole,Aaron Eckhart
Rabbit Hole,Dianne Wiest
Rabbit Hole,Miles Teller
Rabbit Hole,John Cameron Mitchell
Rabbit Hole,David Lindsay-Abaire
Rabbit Hole,Gigi Pritzker
Rabbit Hole,Per Saari
Rabbit Hole,Leslie Urdang
The Last Airbender,Conrad Buff IV
The Last Airbender,Noah Ringer
The Last Airbender,Nicola Peltz Beckham
The Last Airbender,Jackson Rathbone
The Last Airbender,Dev Patel
The Last Airbender,M. Night Shyamalan
The Last Airbender,Frank Marshall
The Last Airbender,Sam Mercer
The Last Airbender,James Newton Howard
The Last Airbender,Andrew Lesnie
Salt,Robert Elswit
Salt,Angelina Jolie
Salt,Liev Schreiber
Salt,Chiwetel Ejiofor
Salt,Daniel Olbrychski
Salt,Phillip Noyce
Salt,Kurt Wimmer
Salt,Lorenzo di Bonaventura
Salt,Sunil Perkash
Salt,James Newton Howard
Source Code,Chris Bacon
Source Code,Jake Gyllenhaal
Source Code,Michelle Monaghan
Source Code,Vera Farmiga
Source Code,Jeffrey Wright
Source Code,Duncan Jones
Source Code,Ben Ripley
Source Code,Mark Gordon
Source Code,Philippe Rousselet
Source Code,Jordan Wynn
Black Swan,Mike Medavoy
ब्लैक स्वान,Mike Medavoy
Black Swan,Natalie Portman
ब्लैक स्वान,Natalie Portman
Black Swan,Mila Kunis
ब्लैक स्वान,Mila Kunis
Black Swan,Vincent Cassel
ब्लैक स्वान,Vincent Cassel
Black Swan,Winona Ryder
ब्लैक स्वान,Winona Ryder
Black Swan,Darren Aronofsky
ब्लैक स्वान,Darren Aronofsky
Black Swan,Mark Heyman
ब्लैक स्वान,Mark Heyman
Black Swan,Andres Heinz
ब्लैक स्वान,Andres Heinz
Black Swan,John J. McLaughlin
ब्लैक स्वान,John J. McLaughlin
Black Swan,Scott Franklin
ब्लैक स्वान,Scott Franklin
Green Zone,Lloyd Levin
Green Zone,Matt Damon
Green Zone,Jason Isaacs
Green Zone,Greg Kinnear
Green Zone,Igal Naor
Green Zone,Paul Greengrass
Green Zone,Brian Helgeland
Green Zone,Rajiv Chandrasekaran
Green Zone,Tim Bevan
Green Zone,Eric Fellner
द अमेज़िंग स्पाइडर-मैन,Steve Ditko
द अमेज़िंग स्पाइडर-मैन,Andrew Garfield
द अमेज़िंग स्पाइडर-मैन,Emma Stone
द अमेज़िंग स्पाइडर-मैन,Rhys Ifans
द अमेज़िंग स्पाइडर-मैन,Irrfan Khan
द अमेज़िंग स्पाइडर-मैन,Marc Webb
