Actor,Movies
Sandeep Chowta,"['Action Jackson', 'Gambler No. 1', 'John Day', 'The Shaukeens', 'Rajathandhiram', 'Courier Boy Kalyan', 'Parmanu', 'Mehbooba', 'Sadak 2']"
Shahid Kapoor,"['Action Jackson', 'Get Educated: Paathshaala', 'Bull', 'Badmaash Company', 'Mausam', 'Teri Meri Kahaani', 'Rambo Rajkumar', 'R... Rajkumar', 'Phata Poster Nikhla Hero', 'Haider', 'Udta Punjab', 'Rangoon', 'Jersey', 'Padmaavat', 'Batti Gul Meter Chalu', 'Kabir Singh']"
Ajay Devgn,"['Action Jackson', 'Bhuj: The Pride of India', 'Maidaan', 'Tribhanga', 'Runway 34', 'Toonpur Ka Superrhero', 'Raajneeti', 'Thank God', 'Once Upon a Time in Mumbaai', 'Bholaa', 'Drishyam 2', 'Golmaal 3', 'Atithi Tum Kab Jaoge?', 'Tezz', 'Aakrosh', 'Dil Toh Baccha Hai Ji', 'Bol Bachchan', 'Golmaal Again', 'Rascals', 'Singham', 'Son of Sardaar', 'Singham Returns', 'Himmatwala', 'Parched', 'महाभारत', 'Shivaay', 'Drishyam', 'Baadshaho', 'Raid', 'Total Dhamaal', 'Tanhaji', 'RRR', 'Rise Roar Revolt', 'Helicopter Eela', 'De De Pyaar De', 'Chhalaang', 'Sooryavanshi', 'The Big Bull']"
Yami Gautam,"['Action Jackson', 'Bhoot Police', 'Ginny Weds Sunny', 'A Thursday', 'दसवीं', 'Lost', 'Chor Nikal Ke Bhaga', 'Vicky Donor', 'Total Siyapaa', 'Badlapur', 'Junooniyat', 'Sanam Re', 'Courier Boy Kalyan', 'Kaabil', 'Sarkar 3', 'Batti Gul Meter Chalu', 'Uri: The Surgical Strike', 'Bala']"
Prabhas,"['Action Jackson', 'आदिपुरुष', 'Salaar', 'Darling', 'Sabse Badhkar Hum', 'Mr Perfect', 'No. 1 Mr. Perfect', 'The Return of Rebel', 'Mirchi', 'Baahubali: The Beginning', 'Baahubali 2: The Conclusion', 'Saaho', 'राधे श्याम']"
Prabhu Deva,"['Action Jackson', 'Radhe', 'Bagheera', 'Poikkal Kuthirai', 'My Dear Bootham', 'Engeyum Kadhal', 'Ek Yodha Shoorveer', 'Rowdy Rathore', 'ABCD (Any Body Can Dance)', 'Ramaiya Vastavaiya', 'Rambo Rajkumar', 'R... Rajkumar', 'ABCD 2: Any Body Can Dance 2', 'Singh Is Bliing', 'Abhinetri No. 1', 'Abhinetri', 'Bogan', 'Dabangg 3', 'Kalavaadiya Pozhudhugal', 'Lakshmi', 'Naach Lucky Naach', 'Khamoshi', 'Rudra Avatar', 'Pon Manickavel', 'Devi 2', 'Street Dancer 3D', 'Theal']"
A.C. Mughil,"['Action Jackson', 'Radhe', 'Engeyum Kadhal', 'Rudra Avatar', 'Pon Manickavel']"
Shiraz Ahmed,"['Action Jackson', 'Race 2', ""Kumar Taurani's Prince"", 'Rowdy Rathore', 'Ramaiya Vastavaiya', 'Rambo Rajkumar', 'R... Rajkumar', 'Race 3']"
Sunil Lulla,"['Action Jackson', 'Jai Ho', 'जय हो', 'Rockstar', 'Tanu Weds Manu Returns', 'Khiladi 786', 'English Vinglish', 'Vicky Donor', 'Kochadaiiyaan', 'Teri Meri Kahaani', 'Rambo Rajkumar', 'R... Rajkumar', 'Go Goa Gone', 'Happy Ending', 'Shamitabh', 'Bajrangi Bhaijaan', 'Sardaar Gabbar Singh', 'Ki & Ka', 'Aligarh', 'Phobia', 'Munna Michael', 'Newton', 'Laal Kaptaan']"
Gordhan Tanwani,['Action Jackson']
Pete Shilaimon,"['In Secret', 'The Sleepover', ""Mama's Boy: A Story from Our Americas"", 'Big Time Adolescence', 'Forever My Girl', 'Anthropoid', 'Holly Slept Over', 'Words on Bathroom Walls', 'Looks That Kill', 'Eight for Silver']"
Elizabeth Olsen,"['In Secret', 'Godzilla', 'Oldboy', 'Martha Marcy May Marlene', 'आई सॉ दी लाईट', 'I Saw the Light', 'Red Lights', 'Silent House', 'Liberal Arts', 'Kodachrome', 'Very Good Girls', 'Wind River', 'Ingrid Goes West', 'Doctor Strange in the Multiverse of Madness']"
Tom Felton,"['In Secret', 'Burial', ""A Babysitter's Guide to Monster Hunting"", 'Megan Leavey']"
Jessica Lange,"['In Secret', 'The Vow', 'The Gambler', 'Marlowe']"
Oscar Isaac,"['In Secret', 'Ex Machina', 'Suburbicon', 'The Addams Family 2', 'The Card Counter', 'ड्यून', 'Triple Frontier', 'W.E.', 'For Greater Glory: The True Story of Cristiada', 'The Addams Family', 'Inside Llewyn Davis', 'Star Wars: Episode VII - The Force Awakens', 'Star Wars: The Rise of Skywalker', 'A Most Violent Year', 'The Promise', 'Operation Finale', 'Life Itself', 'स्पाइडर-मैन: स्पाइडर-वर्स के पार']"
Charlie Stratton,['In Secret']
Émile Zola,['In Secret']
Neal Bell,['In Secret']
William Horberg,"['In Secret', 'Death at a Funeral', 'The Promise']"
Mickey Liddell,"['In Secret', 'The Sleepover', 'Sex Appeal', ""Mama's Boy: A Story from Our Americas"", 'The Grey', 'The Collection', 'Big Time Adolescence', 'Forever My Girl', 'Anthropoid', 'Megan Leavey', 'Holly Slept Over', 'Words on Bathroom Walls', 'Looks That Kill', 'Eight for Silver']"
Hawk Ostby,"['Cowboys & Aliens', 'The Last Vermeer']"
Daniel Craig,"['Cowboys & Aliens', 'Tintin Ka Romaanch: Genda Ka Rahasy', 'Skyfall', 'स्कायफॉल', 'Glass Onion: A Knives Out Mystery', 'Dream House', 'The Girl with the Dragon Tattoo', 'The Sound of 007', 'Spectre', 'No Time to Die', 'Logan Lucky', 'Knives Out']"
Harrison Ford,"['Cowboys & Aliens', '42', 'The Age of Adaline', ""Ender's Game"", 'Blade Runner 2049', 'The Secret Life of Pets 2', 'The Call of the Wild']"
Olivia Wilde,"['Cowboys & Aliens', 'Babylon', ""Don't Worry Darling"", 'Tron: Legacy', 'The Change-Up', 'Booksmart', 'इन टाइम', 'In Time', 'People Like Us', 'The Words', 'Rush', 'द लॉन्गेस्ट वीक', 'Third Person', 'The Lazarus Effect', 'Life Itself']"
Abigail Spencer,['Cowboys & Aliens']
Jon Favreau,"['Cowboys & Aliens', 'Iron Man 2', 'Chef', 'The Jungle Book', 'शेफ', 'The Lion King']"
Roberto Orci,"['Cowboys & Aliens', 'Star Trek Into Darkness', 'People Like Us', 'The Amazing Spider-Man 2', 'Star Trek Beyond']"
Alex Kurtzman,"['Cowboys & Aliens', 'Star Trek Into Darkness', 'Now You See Me', 'People Like Us', ""Ender's Game"", 'The Amazing Spider-Man 2', 'The Mummy']"
Damon Lindelof,"['Cowboys & Aliens', 'World War Z', 'Star Trek Into Darkness', 'Prometheus', 'Tomorrowland', 'The Hunt']"
Mark Fergus,"['Cowboys & Aliens', 'The Last Vermeer']"
Brian J. Reynolds,['Tekken']
Jonathan Patrick Foo,['Tekken']
Kelly Overton,['Tekken']
Cary-Hiroyuki Tagawa,['Tekken']
Ian Anthony Dale,['Tekken']
Dwight H. Little,['Tekken']
Alan B. McElroy,"['Tekken', 'Fractured', 'Wrong Turn']"
Benedict Carver,['Tekken']
Steven Paul,"['Tekken', 'Wifelike']"
John Hunter,['Tekken']
Walter F. Parkes,"['Dinner for Schmucks', 'Men in Black 3', 'मेन इन ब्लैक 3', 'Flight', 'Men in Black: International', 'Keeping Up with the Joneses']"
Steve Carell,"['Dinner for Schmucks', 'Foxcatcher', 'Beautiful Boy', 'ब्यूटीफ़ुल बॉय', 'Anchorman 2: The Legend Continues', 'Date Night', 'सीकिंग ए फ्रेंड फॉर द एंड ऑफ़ द वर्ल्ड', 'Despicable Me', 'डेस्पिकेबल मी', 'Hope Springs', 'Crazy, Stupid, Love.', 'The Big Short', 'Despicable Me 2', 'The Way Way Back', 'Despicable Me 3', 'Battle of the Sexes', 'मिनियंस द राइज ऑफ़ ग्रु', 'अंतिम लहराता झंडा', 'Vice', 'Irresistible']"
Paul Rudd,"['Dinner for Schmucks', 'Ant-Man', 'एंट-मैन एंड द वास्प: क्वांटुमेनिया', 'Anchorman 2: The Legend Continues', 'How Do You Know', 'Mute', 'Wanderlust', 'The Perks of Being a Wallflower', 'This Is 40', 'Admission', 'दे केम टूगेदर', 'The Fundamentals of Caring', 'Ghostbusters: Afterlife', 'घोस्टबस्टर्स: आफ्टरलाइफ़', 'The Catcher Was a Spy', 'Ant-Man and the Wasp']"
Stephanie Szostak,['Dinner for Schmucks']
Zach Galifianakis,"['Dinner for Schmucks', 'पुस इन बूट्स', ""It's Kind of a Funny Story"", 'Due Date', 'The Hangover Part II', 'The Campaign', 'The Hangover Part III', 'Keeping Up with the Joneses', 'Masterminds', 'Birdman', ""Ron's Gone Wrong"", 'Between Two Ferns: The Movie']"
Jay Roach,"['Dinner for Schmucks', 'Little Fockers', 'The Campaign', 'Sisters', 'Trumbo', 'Bombshell']"
David Guion,"['Dinner for Schmucks', 'Slumberland', 'Night at the Museum: Secret of the Tomb']"
Michael Handelman,"['Dinner for Schmucks', 'Slumberland', 'Night at the Museum: Secret of the Tomb']"
Francis Veber,"['Dinner for Schmucks', 'The Valet']"
Laurie MacDonald,"['Dinner for Schmucks', 'Rings', 'Men in Black 3', 'मेन इन ब्लैक 3', 'Flight', 'Men in Black: International', 'Keeping Up with the Joneses']"
Brad Weston,"['A Million Little Pieces', 'Chang Can Dunk', 'Not Okay']"
Aaron Taylor-Johnson,"['A Million Little Pieces', 'Godzilla', 'Kick-Ass', 'Bullet Train', 'Savages', 'Kick-Ass 2', 'Anna Karenina', 'The Wall', 'द वॉल', 'Nocturnal Animals']"
Billy Bob Thornton,"['A Million Little Pieces', 'पुस इन बूट्स', 'Faster', 'The Gray Man', 'The Judge']"
Odessa Young,"['A Million Little Pieces', 'Mothering Sunday', 'Assassination Nation', 'The Professor', 'Shirley']"
Sam Taylor-Johnson,"['A Million Little Pieces', 'Fifty Shades of Grey']"
James Frey,"['A Million Little Pieces', 'I Am Number Four', 'Queen & Slim']"
Pamela Abdy,"['A Million Little Pieces', '47 Ronin', 'Identity Thief', 'Endless Love', 'Queen & Slim']"
Alex Heineman,"['A Million Little Pieces', 'The Commuter', 'Non-Stop', 'Come Play', 'Gunpowder Milkshake']"
Andrew Rona,"['A Million Little Pieces', 'Unknown', 'The Commuter', 'Non-Stop', 'Alpha', 'Come Play', 'Gunpowder Milkshake']"
Jules Daly,"['The A-Team', 'The Grey', 'Jungleland', 'The Tomorrow War']"
Bradley Cooper,"['The A-Team', 'Silver Linings Playbook', 'Limitless', 'Serena', 'The Hangover Part II', 'A Star Is Born', 'American Hustle', 'The Place Beyond the Pines', 'The Words', 'The Hangover Part III', 'War Dogs', 'Guardians of the Galaxy: Anktriksh ke Boss', 'Anktriksh ke Rakshak', 'Guardians of the Galaxy', 'Hit and Run', 'अमेरिकन स्नाइपर', 'American Sniper', 'Joy', 'Burnt', 'Joker', 'Nightmare Alley']"
Sharlto Copley,"['The A-Team', 'Oldboy', 'Elysium', 'Maleficent', 'Chappie', 'Europa Report', 'Hardcore Henry', 'Free Fire', 'Ted K', 'Seal Team']"
Jessica Biel,"['The A-Team', 'Playing for Keeps', ""New Year's Eve"", 'The Tall Man']"
Joe Carnahan,"['The A-Team', 'Bad Boys for Life', 'The Grey', 'Point Blank', 'Wheelman', 'Copshop', 'El Chicano', 'Boss Level']"
Brian Bloom,"['The A-Team', 'हरा लालटेन: मेरी शक्ति से सावधान रहें']"
Skip Woods,"['The A-Team', 'A Good Day to Die Hard', 'Hitman: Agent 47']"
Frank Lupo,['The A-Team']
Stephen J. Cannell,"['The A-Team', '21 Jump Street']"
Rob Tapert,"['The Possession', 'Evil Dead', 'ईविल डेड: मौत का साया', 'Evil Dead Rise', 'The Grudge', ""Don't Breathe"", ""Don't Breathe 2"", 'The Unholy']"
Natasha Calis,['The Possession']
Jeffrey Dean Morgan,"['The Possession', 'The Losers', 'Solace', 'The Resident', 'Fall', 'Rampage', 'Desierto', 'Bus 657', 'The Unholy']"
Kyra Sedgwick,"['The Possession', 'द एज ऑफ़ सेवेनटीन', 'The Edge of Seventeen', 'Submission']"
Madison Davenport,"['The Possession', 'Supercool']"
Ole Bornedal,"['The Possession', 'The Bombardment']"
Juliet Snowden,"['The Possession', 'Ouija', 'Ouija: Origin of Evil']"
Stiles White,"['The Possession', 'Ouija', 'Ouija: Origin of Evil']"
Leslie Gornstein,['The Possession']
Sam Raimi,"['The Possession', '65', 'Evil Dead', 'ईविल डेड: मौत का साया', 'Umma', 'Oz the Great and Powerful', 'The Grudge', ""Don't Breathe"", ""Don't Breathe 2"", 'Crawl', 'The Unholy', 'Doctor Strange in the Multiverse of Madness']"
Susan Montford,"['Real Steel', 'Vampire Academy']"
Hugh Jackman,"['Real Steel', 'Eddie the Eagle', 'Prisoners', 'X-Man Wolverine 2', 'The Son', 'Rise of the Guardians', 'The Greatest Showman', 'Les Misérables', 'Chappie', 'X-Men: Maha Sangram', 'Reminiscence', 'लोगन', 'लोगन द वुलवरीन', 'Bad Education']"
Evangeline Lilly,"['Real Steel', 'Ant-Man', 'एंट-मैन एंड द वास्प: क्वांटुमेनिया', 'Ant-Man and the Wasp', 'Crisis']"
Dakota Goyo,['Real Steel']
Anthony Mackie,"['Real Steel', 'Outside the Wire', 'Abraham Lincoln: Vampire Hunter', 'Triple 9', 'Pain & Gain', 'रनर रनर', 'Shelter', 'IO', 'सामने वाली खिड़की में', 'The Woman in the Window', 'The Banker', 'We Have a Ghost', 'Synchronic']"
Shawn Levy,"['Real Steel', ""Robin's Wish"", 'Date Night', 'Night at the Museum: Kahmunrah Rises Again', 'This Is Where I Leave You', 'Love and Monsters', 'The Internship', 'द इंटर्नशिप', 'The Adam Project', 'Arrival', 'Night at the Museum: Secret of the Tomb', 'Why Him?', 'गड्ढा', 'Free Guy', ""There's Someone Inside Your House""]"
John Gatins,"['Real Steel', 'Flight', 'Need for Speed', 'Power Rangers', 'Kong: Skull Island']"
Dan Gilroy,"['Real Steel', 'द बॉर्न लिगेसी', 'The Bourne Legacy', 'Magazine Dreams', 'Nightcrawler', 'Kong: Skull Island', 'Roman J. Israel, Esq.']"
Jeremy Leven,['Real Steel']
Richard Matheson,['Real Steel']
Nikki Silver,['The Giver']
Brenton Thwaites,"['The Giver', 'Oculus', 'Gods of Egypt', 'The Signal', 'Ghosts of War', 'I Met a Girl']"
Jeff Bridges,"['The Giver', 'आर.आई.पी.दी', 'Tron: Legacy', 'Seventh Son', 'True Grit', 'The Little Prince', 'Hell or High Water', 'Only the Brave', 'ओनली द ब्रेव', 'Bad Times at the El Royale', 'एल रोयाले में बुरा समय']"
Meryl Streep,"['The Giver', 'The Iron Lady', 'The Prom', 'Let Them All Talk', 'डोंट लुक अप', 'Hope Springs', 'Into the Woods', 'The Post']"
Taylor Swift,"['The Giver', 'Taylor Swift: Miss Americana', 'द लॉरेक्स']"
Phillip Noyce,"['The Giver', 'Salt', 'Lakewood']"
Michael Mitnick,"['The Giver', 'The Current War']"
Robert B. Weide,['The Giver']
Lois Lowry,['The Giver']
Neil Koenigsberg,['The Giver']
Randy Newman,"['Toy Story 3', 'Monsters University', 'The Meyerowitz Stories', 'Marriage Story']"
Tom Hanks,"['Toy Story 3', 'Borat Subsequent Moviefilm', 'Cloud Atlas', 'Captain Phillips', 'कैप्टेन फिलिप्स', 'Larry Crowne', 'Toy Story 4', 'Saving Mr. Banks', 'Inferno', 'इन्फर्नो', 'A Beautiful Day in the Neighborhood', 'Sully', 'Finch', 'Bridge of Spies', 'Elvis', 'The Circle', 'Pinocchio', 'Greyhound', 'The Post', 'दुनिया की खबरें', 'A Man Called Otto']"
Tim Allen,"['Toy Story 3', 'Toy Story 4']"
Joan Cusack,['Toy Story 3']
Ned Beatty,['Toy Story 3']
Lee Unkrich,"['Toy Story 3', 'Coco']"
John Lasseter,"['Toy Story 3', 'Cars 2', 'Toy Story 4']"
Michael Arndt,"['Toy Story 3', 'A Walk in the Woods', 'Oblivion', 'The Hunger Games: Catching Fire', 'Inside Out', 'Star Wars: Episode VII - The Force Awakens']"
Darla K. Anderson,"['Toy Story 3', 'Coco']"
Tom Holkenborg,"['Alita: Battle Angel', 'Army of the Dead', 'Mad Max: Fury Road', 'डेडपूल', 'Brimstone', 'Spectral', 'Run All Night', 'The 355', 'Three Thousand Years of Longing']"
Rosa Salazar,"['Alita: Battle Angel', 'Sunehre Aasman Ki Oor', 'No Future', 'Chariot']"
Christoph Waltz,"['Alita: Battle Angel', 'The Legend of Tarzan', 'The Green Hornet', 'Water for Elephants', 'Downsizing', 'Dead for a Dollar', 'Carnage', 'Django Unchained', 'Spectre', 'Georgetown']"
Jennifer Connelly,"['Alita: Battle Angel', 'Top Gun: Maverick', 'Noah', 'Stuck in Love', 'Only the Brave', 'ओनली द ब्रेव']"
Mahershala Ali,"['Alita: Battle Angel', 'स्वॉन सौंग', 'Spider-Man: Into the Spider-Verse', 'स्पाइडर मैन: स्पाइडर वर्स में', 'Moonlight', 'Green Book']"
Robert Rodriguez,"['Alita: Battle Angel', 'Sin City: A Dame to Kill For', 'Machete', 'We Can Be Heroes', 'Happier Than Ever: A Love Letter to Los Angeles', 'Machete Kills']"
James Cameron,"['Alita: Battle Angel', 'Terminator Genisys', 'अवतार: द वे ऑफ़ वॉटर', 'Terminator: Dark Fate']"
Laeta Kalogridis,"['Alita: Battle Angel', 'Shutter Island', 'Terminator Genisys', 'White House Down']"
Yukito Kishiro,['Alita: Battle Angel']
Jon Landau,"['Alita: Battle Angel', 'अवतार: द वे ऑफ़ वॉटर']"
Benjamin Wallfisch,"['द फ़्लैश', 'The Invisible Man', 'Within', 'A Cure for Wellness', 'Lights Out', 'Annabelle: Creation', 'The Starling', 'Serenity']"
Ben Affleck,"['द फ़्लैश', 'The Town', 'Justice League', 'Argo', 'Siempre, Luis', 'The Company Men', ""Zack Snyder's Justice League"", 'Triple Frontier', 'Air', 'Batman v Superman: Dawn of Justice Ultimate Edition', 'Halftime', 'The Accountant', 'Deep Water', 'Gone Girl', 'लाइव बाई नाइट', 'रनर रनर', 'बैटमैन वर्सेज सुपरमैन: डाॅन ऑफ जस्टिस', 'The Tender Bar', 'The Last Duel', 'The Last Thing He Wanted', 'The Way Back']"
Michael Shannon,"['द फ़्लैश', 'Man of Steel', '12 Strong', ""Night's End"", 'Machine Gun Preacher', 'Take Shelter', 'Midnight Special', 'Nocturnal Animals', 'The Shape of Water']"
Michael Keaton,"['द फ़्लैश', 'RoboCop', 'Spotlight', 'American Assassin', 'Spider-Man: Homecoming', 'स्पाइडर-मैन: होमकमिंग', 'Minions', 'Birdman', 'Dumbo', 'The Founder', 'The Protege', 'Worth']"
Temuera Morrison,"['द फ़्लैश', 'Moana', 'Occupation: Rainfall']"
Andy Muschietti,"['द फ़्लैश', 'It', 'Mama', 'मामा', 'It Chapter Two']"
Christina Hodson,"['द फ़्लैश', 'अनफ़ॉर्गेटेबल', 'Bumblebee', 'Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn']"
Joby Harold,"['द फ़्लैश', 'Army of the Dead', 'King Arthur: Legend of the Sword', ""Obi-Wan Kenobi: A Jedi's Return"", 'ट्रांसफॉर्मर: राइज ऑफ द बीस्ट्स']"
Michael Disco,['द फ़्लैश']
Barbara Muschietti,"['द फ़्लैश', 'Mama', 'मामा', 'It Chapter Two']"
Janusz Kaminski,"['Lincoln', 'How Do You Know', 'द फैबरमैन', 'American Dream']"
Daniel Day-Lewis,"['Lincoln', 'प्रेत धागा']"
Sally Field,"['Lincoln', '80 for Brady', 'हैलो, माय नेम इस डोरिस']"
David Strathairn,"['Lincoln', 'The Whistleblower', 'November Criminals', 'Where the Crawdads Sing', 'Nomadland']"
Joseph Gordon-Levitt,"['Lincoln', 'Sin City: A Dame to Kill For', 'Looper', '50/50', 'Inception', 'चक्रवयह', 'Don Jon', 'The Walk', 'The Night Before', 'Snowden', 'Pinocchio', '7500', 'Project Power']"
Steven Spielberg,"['Lincoln', 'Tintin Ka Romaanch: Genda Ka Rahasy', 'Poltergeist', 'द फैबरमैन', 'War Horse', 'Super 8', 'Ready Player One', 'The Hundred-Foot Journey', 'West Side Story', 'Bridge of Spies', 'The BFG', 'The Post']"
Tony Kushner,"['Lincoln', 'द फैबरमैन', 'West Side Story']"
Doris Kearns Goodwin,['Lincoln']
Kathleen Kennedy,"['Lincoln', 'Star Wars: Rogue Squadron', 'War Horse', 'Star Wars: Episode VII - The Force Awakens', 'Star Wars: Episode VIII - The Last Jedi', 'Star Wars: The Rise of Skywalker', 'Solo: A Star Wars Story']"
John Williams,"['Lincoln', 'The Book Thief', 'द फैबरमैन', 'Star Wars: Episode VIII - The Last Jedi', 'The BFG', 'The Post']"
Karen Elise Baldwin,['Before We Go']
Chris Evans,"['Before We Go', 'Captain America: The First Avenger', 'The Losers', 'व्हाट इज योर नंबर?', 'The Avengers', 'Angaarey Bane Sholey', 'Lightyear', 'लाइटईयर', 'The Gray Man', 'Snowpiercer', 'Captain America: Maha Dabang', 'Playing It Cool', 'अवेंजर्स: ऐज ऑफ़ अल्ट्रॉन', 'Avengers 2: Kalayug Ka Mahaayuddh', 'Captain America: Civil War', 'Avengers: Infinity War', 'अवेंजर्स: एंडगेम', 'Gifted', 'Knives Out']"
